,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,CC_2,TYPE_2,ENGTYPE_2,VALIDFR_2,VALIDTO_2,REMARKS_2,Shape_Leng,Shape_Area,index_right,lat_bin,lon_bin,AMR_lowest,AMR_surf,AOD,B4LI,CAPE,CAPE_lowest,CAPE_nc,CAPE_surf,CCN_0.5_cm3,CCN_0.5_mg,CCN_1.0_cm3,CCN_1.0_mg,CIN0,CIN180,CIN255,Cloud_fra,D14_0.5,D14_1.0,Frac_CLD,Frac_Re,GH1000,GH500,GH700,GH850,H14_0.5,H14_1.0,H14s_0.5,H14s_1.0,HGT,H_LCL_lowest,H_LCL_nc,H_LCL_surf,H_tro,Have,Hcb0.5,Hcb1.0,Hcbs0.5,Hcbs1.0,Hmax,Hmin,Hsd,Htop0.5,Htop1.0,L/S,LSM,LTS,Mean_Cv,Mean_Re,Ndelta0.5,Ndelta1.0,PBLH,PR,PTEM700,PTEMS,PW,P_LCL_nc,P_tro,Pcb0.5,Pcb1.0,Press,Ptop0.5,Ptop1.0,RH2,RH2m,Recb0.5,Recb1.0,Retop0.5,Retop1.0,SH2,SLI,SMR_lowest,SMR_surf,SRH,SST,SS_0.5_mg,SS_1.0_mg,T1000,T14_0.5,T14_1.0,T2m,T2m_NCEP,T500,T700,T850,TD2,TOZONE,TSURF,T_LCL_lowest,T_LCL_nc,T_LCL_surf,T_coal0.5,T_coal1.0,T_diff0.5,T_diff1.0,T_glac0.5,T_glac1.0,T_mix0.5,T_mix1.0,T_rain0.5,T_rain1.0,T_tro,Tb_f,Tcb0.5,Tcb1.0,Tsfc_NPP,Tskin,Tskin_NCEP,Ttop0.5,Ttop1.0,U10m(m/s),V10m(m/s),WDIR10,WDIR1000,WDIR500,WDIR700,WDIR850,WDIR900,WDIR925,WSPD10,WSPD1000,WSPD500,WSPD700,WSPD850,WSPD900,WSPD925,Wb_0.5,Wb_1.0,big_c,big_r,btd_a_0.5,btd_a_1.0,btd_c_0.5,btd_c_1.0,btd_m_0.5,btd_m_1.0,colum,lat,lon,relaz,row,satz,solz,sound_D(km),sound_ID,sound_hour,sumN_0.5,sumN_0.5_sumN_1.0,sumN_1.0,winNO
1,45,CHN,China,576,Guangdong,9811,Huizhou,Hu锟絲hou,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,9.867862,0.997726,1664,23.75,114.0,,,,-1.697499975562096,863.25,,831.25,,1244.75,1237.25,1241.0,1233.5,-8.214999994263053,-1.8824999928474424,-7.990000000223517,0.323925,3077.0,3077.0,0.384025,0.32495,7.022499918937683,5832.0875244140625,3081.7724609375,1428.0750427246094,5108.0,5108.0,4315.5,4315.5,487.0,,805.2749999999999,,16853.25,390.0,1495.25,1495.25,1188.5,1188.5,1017.5,88.75,173.5,7170.0,7170.0,1.0,1.0,9.632500171661377,-0.4987750000000001,11.8475,731.25,733.5,1082.1925201416016,0.012499999720603228,42.30250701904299,32.669999694824234,51.82499980926514,861.5,97.75,843.0,843.0,946.0,475.5,475.5,66.55749893188478,69.0,6.25,6.25,17.924999999999994,17.924999999999994,0.019999999552965164,-2.0149999503046274,,,16.662500143051147,,0.1575,0.1575,31.18250427246096,1.0,1.0,28.300000000000004,28.2975,-2.19750061035154,11.725000000000026,19.54999694824221,22.30999908447268,282.0450057983398,31.329995727539085,,20.3,,18.5,18.5,16.0,16.0,-31.0,-31.0,-7.0,-7.0,,,-78.675,19.0,19.0,19.0,26.75,30.200000000000006,30.195,-13.25,-13.25,-0.0975,-2.925,93.6325,93.39,173.645,31.520000000000003,15.605,139.70999999999998,95.07,2.9424999952316284,3.3425000309944157,4.745000034570693,3.815000087022781,5.2600000500679025,31.650000810623172,4.5325000286102295,1.07,1.07,3232.0,4120.0,3501.0,3501.0,3386.5,3386.5,114.5,114.5,3136.0,23.90605,114.10985,93.365,3976.0,-3.3675,16.485,,,,2980.75,1.0,2985.0,16506.5
2,45,CHN,China,576,Guangdong,9812,Jiangmen,Jiangm锟絥,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,10.24635,0.822387,1233,22.0,113.0,,,,-5.8499999046325675,2035.0,,1776.0,,1674.0,1545.0,1674.0,1545.0,-0.4600000083446503,-2.2300000190734863,-0.4600000083446503,0.0467,4307.0,4307.0,0.0763,0.0528,-1.870000004768372,5838.27978515625,3092.60009765625,1432.0999755859375,5568.0,5568.0,4932.0,4932.0,74.0,,737.8,,16779.0,87.0,637.0,637.0,625.0,625.0,758.0,0.0,141.0,6089.0,6089.0,1.0,1.0,9.43000030517578,-0.5926,8.76,669.0,672.0,1053.7900390625,0.0,42.67000732421877,33.230004882812516,65.80000305175781,909.0,99.0,930.0,930.0,991.0,484.0,484.0,68.19999694824219,71.0,4.5,4.5,16.8,16.8,0.019999999552965164,-6.420000076293945,,,4.309999942779541,,0.07,0.07,32.550012207031266,-2.0,-2.0,31.4,31.36,-3.340002441406228,12.050012207031276,20.749993896484398,25.749993896484398,269.54998779296875,33.95000610351565,,24.0,,26.0,26.0,,,,,,,,,-80.6,26.0,26.0,26.0,34.0,33.2,33.22,-5.0,-5.0,1.53,-1.05,338.26,340.34,7.55,1.14,5.06,0.08,353.39,2.0999999046325684,2.4200000762939453,2.390000104904175,3.0699999332427983,3.859999895095825,4.110000133514403,3.75,0.56,0.56,2944.0,2976.0,620.0,620.0,620.0,620.0,0.0,0.0,2944.0,22.1836,113.0482,202.38,2784.0,-9.19,18.38,,,,430.0,1.0,430.0,25407.0
2,45,CHN,China,576,Guangdong,9812,Jiangmen,Jiangm锟絥,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,10.24635,0.822387,1232,22.0,112.5,,,,-4.074999928474426,1285.0,,1180.5,,606.0,563.5,606.0,563.5,-1.7300000190734863,-1.3149999976158142,-1.6299999952316284,0.382,0.0,0.0,0.46915,0.3835,-19.085000276565548,5818.27001953125,3066.860107421875,1411.0599975585938,4302.0,4302.0,2213.0,2213.0,37.5,,764.7,,16639.5,35.0,2405.5,2405.5,1361.0,1361.0,398.0,0.0,43.5,8232.0,8232.0,1.0,1.0,10.739999771118164,-0.48865,15.19,751.0,773.5,1108.9750366210938,0.14499999955296514,42.33500061035159,31.590005493164085,70.29999923706055,908.0,101.5,772.5,772.5,993.0,433.5,433.5,69.25,70.0,10.6,10.6,25.75,25.75,0.019999999552965164,-4.509999990463257,,,14.65500020980835,,0.685,0.685,31.249993896484394,6.0,6.0,30.9,29.335,-2.39501037597654,11.750009155273464,19.75000915527346,25.100000000000023,267.82501220703125,32.29999694824221,,23.25,,15.5,15.5,16.5,16.5,-13.0,-13.0,-7.0,-7.0,,,-78.35,16.5,16.5,16.5,22.5,31.55,30.215,-21.5,-21.5,-0.38,-2.11,190.97,190.9,43.38,21.555,28.285,21.06,197.615,3.315000057220459,3.725000023841858,5.850000262260437,5.125,6.664999961853027,6.825000047683716,6.259999990463258,1.225,1.225,2944.0,4560.0,4299.5,4299.5,3958.5,3958.5,341.0,341.0,2848.0,22.1719,112.67005,200.65,4464.0,-12.11,17.475,,,,3520.0,0.995,3520.5,13305.0
2,45,CHN,China,576,Guangdong,9812,Jiangmen,Jiangm锟絥,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,10.24635,0.822387,1337,22.5,112.5,,,,-1.7000000476837158,434.0,,585.0,,274.0,301.0,274.0,301.0,0.0,-45.29999923706055,-0.10000000149011612,0.5046,1231.0,1231.0,0.5637,0.5161,-36.93999862670898,5801.72021484375,3044.81005859375,1391.97998046875,4284.0,4284.0,2904.0,2904.0,1.0,,791.6,,16500.0,58.0,2453.0,2453.0,1673.0,1673.0,669.0,0.0,84.0,7562.0,7562.0,1.0,1.0,11.279999732971193,-0.4115,17.43,327.0,342.0,1260.0,0.119999997317791,42.33001098632815,31.050012207031273,71.30000305175781,907.0,104.0,750.0,750.0,995.0,399.0,399.0,67.19999694824219,69.0,8.3,8.3,24.8,24.8,0.019999999552965164,-2.200000047683716,,,26.0,,0.42,0.42,30.64998779296877,6.0,6.0,30.4,30.36,-1.1499999999999773,11.749993896484401,18.450006103515648,23.950006103515648,267.79998779296875,31.249993896484398,,22.5,,14.0,14.0,,,,,-7.0,-7.0,,,-76.1,14.0,14.0,14.0,24.0,29.9,29.95,-10.0,-10.0,-2.29,-3.17,40.99,40.94,79.85,45.41,58.27,44.4,43.16,4.150000095367432,4.789999961853027,12.81999969482422,7.980000019073486,9.09000015258789,8.819999694824219,8.159999847412111,1.51,1.51,2944.0,6144.0,4744.0,4744.0,4669.0,4669.0,75.0,75.0,2848.0,22.5291,112.5782,199.49,6048.0,-12.11,16.99,,,,4611.0,0.99,4650.0,1205.0
2,45,CHN,China,576,Guangdong,9812,Jiangmen,Jiangm锟絥,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,10.24635,0.822387,1338,22.5,112.75,,,,-2.0,499.0,,585.0,,419.0,428.0,419.0,428.0,0.0,0.0,0.0,0.7788,1692.0,1692.0,0.9104,0.7776,-38.61000061035156,5799.56005859375,3041.1298828125,1389.4200439453125,4284.0,4284.0,3059.0,3059.0,1.0,,791.6,,16500.0,47.0,1755.0,1755.0,1367.0,1367.0,600.0,0.0,86.0,9073.0,9073.0,1.0,1.0,11.460000038146973,-0.458,15.88,855.0,855.0,1165.0400390625,0.2899999916553497,42.11000976562502,30.64998779296877,74.5,907.0,104.0,815.0,815.0,995.0,328.0,328.0,72.0,69.0,9.3,9.3,20.7,20.7,0.019999999552965164,-2.200000047683716,,,24.0,,0.29,0.29,30.450006103515648,6.0,6.0,30.4,30.36,-0.9499877929687272,11.550012207031276,18.350000000000023,24.249993896484398,266.29998779296875,29.64998779296877,,22.5,,17.0,17.0,,,,,-5.0,-5.0,2.0,2.0,-76.1,17.0,17.0,17.0,18.0,29.9,29.95,-20.0,-20.0,-2.29,-3.17,42.24,41.35,80.97,48.81,47.49,37.35,37.74,4.550000190734863,5.329999923706055,16.180000305175778,7.6500000953674325,9.59000015258789,10.039999961853027,9.399999618530273,1.23,1.23,2944.0,6144.0,8390.0,8390.0,8235.0,8235.0,155.0,155.0,2944.0,22.5865,112.9468,199.14,6048.0,-9.19,17.31,,,,7177.0,1.0,7177.0,1204.0
2,45,CHN,China,576,Guangdong,9812,Jiangmen,Jiangm锟絥,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,10.24635,0.822387,1399,22.75,113.0,,,,-5.25,1776.0,,1694.0,,1246.5,1197.5,1246.5,1197.5,-1.800000011920929,-1.9499999880790708,-1.800000011920929,0.13115,2999.5,2999.5,0.27835,0.1772,10.93500018119812,5853.2001953125,3109.81494140625,1453.4049682617188,6229.5,6229.5,4990.0,4990.0,9.0,,1222.3,,17077.5,4.0,2712.0,2712.0,1990.5,1990.5,227.0,0.0,13.5,8638.5,9717.0,1.0,1.0,8.704999923706055,-0.512,13.06,365.5,377.5,1320.52001953125,0.0,42.55500183105471,33.850000000000016,59.0,868.0,94.0,748.5,748.5,1000.0,359.5,303.5,54.70000076293945,57.0,7.0,7.0,20.6,18.45,0.019999999552965164,-5.299999952316284,,,8.0,,0.5850000000000001,0.5850000000000001,33.850000000000016,-4.5,-4.5,34.1,34.475,-2.550009155273415,11.950006103515651,20.899987792968773,24.400003051757835,281.84999084472656,39.85000000000002,,21.95,,13.0,27.0,3.0,3.0,,,-11.0,-11.0,,,-79.65,15.0,15.0,15.0,36.5,40.7,39.0,-20.0,-26.0,0.07500000000000001,-0.675,219.255,216.435,201.675,66.985,38.755,147.83,33.78,1.5400000512599945,1.6950000524520874,4.764999866485597,6.949999809265138,4.0,27.19499921798706,2.365000009536743,1.79,1.79,3376.0,3408.0,1570.0,1570.0,1455.5,1455.5,114.5,114.5,3232.0,22.8567,113.1762,95.74,3216.0,-0.46,17.634999999999994,,,,1205.5,0.995,1208.5,21958.5
3,45,CHN,China,576,Guangdong,9807,Dongguan,Dongguan,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,2.794603,0.212934,1470,23.0,113.75,,,,-3.714999973773956,1461.0,,1310.5,,892.75,869.0,892.75,869.0,-1.5099999997764826,-1.2675000061281023,-1.4950000001117587,0.3001,2205.333333333333,2205.333333333333,0.382,0.307525,18.372499465942386,5856.4075927734375,3110.0299682617188,1455.2350158691406,5369.0,5369.0,3931.666666666666,3931.666666666666,136.25,,964.7,,16614.75,36.25,2218.75,2218.75,1561.75,1561.75,492.0,0.0,58.0,6174.75,6174.75,1.0,1.0,9.642499804496763,-0.436175,10.732500000000002,622.75,624.0,1362.1475219726562,0.10249999910593033,42.46750030517581,32.824998474121124,59.39999961853027,881.25,101.75,789.25,789.25,985.25,492.0,492.0,58.18000030517578,66.0,6.949999999999998,6.949999999999998,11.725,11.725,0.019999999552965164,-3.807500064373016,,,45.91750001907349,,0.3375,0.3375,32.6499954223633,0.0,0.0,31.4,32.405,-2.0499938964843527,11.874993896484401,19.92499694824221,23.80749664306643,276.29749298095703,36.3225036621094,,21.8,,11.75,11.75,8.0,8.0,,,,,,,-78.175,17.25,17.25,17.25,25.0,33.675,35.4525,-3.5,-3.5,-0.6225,-1.965,102.96,104.35,87.38250000000002,53.715,38.115,117.41,113.25,2.6649999916553497,3.0850000083446503,9.612499833106996,7.434999942779541,6.9375,5.7125000953674325,5.192500114440918,1.4075,1.4075,3232.0,4336.0,3024.0,3024.0,2972.75,2972.75,51.25,51.25,3136.0,23.101775,113.938025,137.315,4240.0,-3.38,18.39,,,,2766.0,1.0,2765.5,14855.0
4,45,CHN,China,576,Guangdong,9808,Foshan,F锟絪han,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,4.464386,0.342003,1398,22.75,112.75,,,,-4.900000095367432,1689.0,,1000.0,,1378.0,1344.0,1378.0,1344.0,-2.0,-2.0,-2.0,0.1305,6154.0,6154.0,0.1773,0.1298,7.480000019073486,5858.72021484375,3111.679931640625,1453.5899658203125,8654.0,8654.0,7419.0,7419.0,49.0,,1027.3,,17237.0,90.0,1235.0,1235.0,1265.0,1265.0,672.0,0.0,112.0,9650.0,9650.0,1.0,1.0,8.359999656677246,-0.5417,10.65,649.0,649.0,1429.0,0.0,43.110009765625016,34.7499938964844,55.20000076293945,884.0,91.0,871.0,871.0,996.0,304.0,304.0,50.4000015258789,62.0,7.6,7.6,19.3,19.3,0.019999999552965164,-4.900000095367432,,,-27.0,,0.14,0.14,34.7499938964844,-17.0,-17.0,32.3,35.39,-2.2500061035156023,12.450006103515651,21.149987792968773,23.950006103515648,287.79998779296875,41.55001220703127,,22.1,,23.0,23.0,,,,,-11.0,-11.0,,,-81.1,23.0,23.0,23.0,34.0,33.7,41.01,-25.0,-25.0,-1.26,2.39,80.93,73.35,315.0,81.24,36.21,270.04,50.79,0.9499999880790708,1.0099999904632568,1.559999942779541,5.9099998474121085,2.0799999237060547,50.599998474121094,1.4700000286102295,1.14,1.14,2944.0,3552.0,1588.0,1588.0,1561.0,1561.0,27.0,27.0,2944.0,22.7532,112.8299,170.85,3360.0,-9.19,14.87,,,,1203.0,1.0,1203.0,21007.0
4,45,CHN,China,576,Guangdong,9808,Foshan,F锟絪han,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,4.464386,0.342003,1468,23.0,113.0,,,,-5.5,1908.0,,1182.0,,2541.0,2441.0,2541.0,2441.0,0.0,0.0,0.0,0.3651,4462.0,4462.0,0.5424,0.4518,15.170000076293945,5849.9599609375,3109.81005859375,1454.9200439453125,6549.0,6549.0,5543.0,5543.0,188.0,,993.5,,16961.0,7.0,1106.0,1106.0,1081.0,1081.0,199.0,0.0,12.0,15157.0,15157.0,1.0,1.0,8.850000381469727,-0.601,16.67,255.0,255.0,1248.0400390625,0.0,41.9999938964844,33.149987792968766,61.79999923706055,874.0,96.0,884.0,884.0,981.0,133.0,133.0,59.099998474121094,63.0,5.2,5.2,29.4,29.4,0.019999999552965164,-5.699999809265138,,,44.0,,0.09,0.09,33.149987792968766,-6.0,-6.0,32.2,33.56,-2.7500061035156023,11.450006103515651,20.749993896484398,25.050012207031273,276.39999389648443,37.2499938964844,,22.3,,23.0,23.0,,,-23.0,-23.0,-7.0,-7.0,,,-78.9,23.0,23.0,23.0,36.0,33.6,36.99,-68.0,-68.0,-0.87,-1.6,8.33,9.82,82.6,51.36,40.57,29.34,23.61,2.0,2.3399999141693115,9.170000076293944,8.420000076293945,6.4099998474121085,4.239999771118163,3.650000095367432,0.97,0.97,3520.0,2976.0,3955.0,3955.0,3497.0,3497.0,458.0,458.0,3424.0,23.2159,113.082,21.06,2976.0,5.36,20.18,,,,3365.0,1.0,3365.0,25202.0
4,45,CHN,China,576,Guangdong,9808,Foshan,F锟絪han,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,4.464386,0.342003,1530,23.25,113.0,,,,-5.349999904632568,1552.0,,1343.0,,1154.0,1084.0,1154.0,1084.0,0.03999999910593033,-0.029999999329447743,0.03999999910593033,0.0409,2923.0,2923.0,0.0719,0.0497,-7.550000190734862,5839.35986328125,3093.949951171875,1435.4200439453125,3855.0,3855.0,3856.0,3856.0,227.0,,1246.2,,16806.0,44.0,762.0,762.0,933.0,933.0,415.0,0.0,66.0,5800.0,5800.0,1.0,1.0,8.25,-0.8077,10.27,682.0,682.0,1481.7099609375,0.0,42.77999267578127,34.529992675781266,59.599998474121094,842.0,98.0,917.0,917.0,974.0,502.0,502.0,52.79999923706055,56.0,5.9,5.9,15.9,15.9,0.019999999552965164,-5.519999980926514,,,14.3100004196167,,0.12,0.12,34.2499938964844,8.0,8.0,33.2,36.15,-3.340002441406228,12.149987792968776,20.649987792968773,23.950006103515648,277.35000610351557,39.35000000000002,,20.8,,27.0,27.0,,,,,,,,,-79.3,27.0,27.0,27.0,34.0,34.8,44.15,-3.0,-3.0,-0.01,-2.41,5.75,7.62,33.61,29.54,27.34,17.54,14.22,3.0199999809265137,3.2799999713897705,4.650000095367432,4.789999961853027,4.440000057220459,4.0,3.940000057220459,0.84,0.84,3232.0,2400.0,530.0,530.0,530.0,530.0,0.0,0.0,3040.0,23.491,113.0878,205.57,2400.0,-6.29,19.19,,,,377.0,1.0,377.0,29703.0
5,45,CHN,China,576,Guangdong,9820,Shenzhen,Shenzh锟絥,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,5.365538,0.168399,1342,22.5,114.5,,,,2.6,0.0,,0.0,,327.0,331.0,327.0,331.0,0.0,0.0,,0.6576,154.0,154.0,0.7024,0.6614,11.89,5847.51,3093.08,1443.44,1815.0,1815.0,1744.0,1744.0,-4.0,,1042.3,,17357.0,44.0,1693.0,1693.0,1590.0,1590.0,678.0,0.0,90.0,4662.0,4662.0,0.0,1.0,7.25,-0.2054,16.19,255.0,269.0,1831.2,0.12,41.890000000000036,34.640000000000036,52.0,886.0,89.0,825.0,825.0,1001.0,579.0,579.0,42.8,61.0,12.1,12.1,16.2,16.2,0.01,2.3,,,,,0.36,0.36,33.850000000000016,17.0,17.0,29.9,31.52,5574.360000000002,11.350000000000026,1170.29,,291.4,30.850000000000023,,19.6,,18.0,18.0,,,,,,,,,-80.8,18.0,18.0,18.0,24.0,29.3,30.68,5.0,5.0,-4.3,-1.2,38.09,81.87,12.53,78.0,49.99,61.95,72.86,14.1,3.68,1.38,8.66,7.31,5.36,4.75,1.43,1.43,3808.0,5856.0,6435.0,6435.0,6435.0,6435.0,0.0,0.0,3808.0,22.5954,114.5779,14.84,5664.0,17.03,19.64,,,,6039.0,1.0,6060.0,3107.0
5,45,CHN,China,576,Guangdong,9820,Shenzhen,Shenzh锟絥,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,5.365538,0.168399,1402,22.75,114.25,,,,-4.2940000057220455,1673.0,,1769.2,,1040.8,1022.8,1053.8,1045.2,-0.3079999968409538,-0.3999999910593033,-0.2840000092983246,0.21036,2500.0,2500.0,0.31542,0.21794,28.1939998626709,5861.2580078125,3120.118017578125,1465.8619873046875,5393.0,5393.0,4385.0,4385.0,115.4,,760.9,,16639.6,92.8,2181.4,2181.4,1724.4,1724.4,789.2,1.6,105.2,7776.2,7776.2,0.8,1.0,9.27800006866455,-0.5287200000000001,13.464,516.2,548.8,1337.876025390625,0.0,42.5100036621094,33.23200073242189,53.98000030517578,905.2,101.2,803.4,803.4,989.2,420.6,420.6,54.56399993896484,70.4,8.299999999999999,8.239999999999998,24.36,24.36,0.019999999552965164,-4.398000049591064,,,17.648000049591065,,0.342,0.312,33.11199951171877,-0.5,-0.5,31.06,34.278,-2.690002441406228,11.910003662109402,19.9719909667969,23.76199951171877,284.4379943847656,40.03599243164065,,23.46,,17.0,17.0,25.0,8.5,-16.0,-16.0,-8.333333333333334,-8.333333333333334,,,-78.08000000000001,17.4,17.4,17.4,26.4,33.68,40.298,-15.6,-15.6,0.7140000000000001,-0.05,186.55,185.33,118.978,46.278,19.172,209.208,167.15200000000002,1.665999984741211,1.7920000195503234,5.000000095367431,5.921999979019165,4.003999948501587,13.443999862670898,2.5519999742507933,1.5519999999999998,1.5519999999999998,3347.2,4179.2,2308.8,2308.8,2208.4,2208.4,100.4,100.4,3251.2,22.89702,114.36601999999999,83.47,4044.8,0.12600000000000014,17.5,,,,1804.6,0.932,1938.6,16026.2
5,45,CHN,China,576,Guangdong,9820,Shenzhen,Shenzh锟絥,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,5.365538,0.168399,1401,22.75,114.0,,,,-3.419999996821085,1279.0,,1230.0,,598.3333333333334,634.6666666666666,598.3333333333334,634.6666666666666,-1.3466666539510088,-17.289999743302662,-1.3600000341733296,0.20193333333333333,154.0,154.0,0.4873333333333333,0.2289333333333333,21.28999964396159,5856.6767578125,3109.166585286459,1455.2066650390625,4188.0,4188.0,2347.0,2347.0,11.333333333333336,,633.5,,16495.666666666668,66.33333333333333,3160.666666666666,3160.666666666666,2026.0,2026.0,626.0,0.6666666666666666,75.0,8831.0,8831.0,0.6666666666666666,1.0,10.196666717529297,-0.4701666666666667,14.449999999999998,424.66666666666674,424.33333333333326,1288.77001953125,0.18666666746139526,42.51334025065106,32.316674804687516,60.36666742960611,927.3333333333335,103.66666666666669,706.6666666666665,706.6666666666665,999.0,389.66666666666674,389.66666666666674,59.239999135335296,74.33333333333333,7.866666666666667,7.866666666666667,21.53333333333333,21.53333333333333,0.019999999552965164,-3.576666633288065,,,44.22333272298178,,0.4866666666666666,0.4866666666666666,32.11667277018231,7.0,7.0,29.73333333333333,32.153333333333336,-2.2499959309895607,11.916660563151071,19.616662597656273,23.493330891927105,275.7300008138021,35.84666341145836,,23.433333333333334,,10.333333333333334,10.333333333333334,5.5,5.5,-28.0,-28.0,-9.0,-9.0,,,-78.60000000000002,12.333333333333336,12.333333333333336,12.333333333333336,19.33333333333333,31.53333333333333,34.919999999999995,-24.0,-24.0,0.01666666666666661,-0.8066666666666666,239.64333333333332,242.42666666666665,79.43666666666667,44.86000000000001,32.27333333333333,137.43666666666667,132.19666666666666,2.113333344459534,2.393333355585734,9.793333609898884,6.886666615804035,6.5633331934611014,5.446666717529297,4.923333247502645,1.8233333333333333,1.8233333333333333,3040.0,4885.333333333333,3553.333333333333,3553.333333333333,2506.6666666666665,2506.6666666666665,1046.6666666666667,1046.6666666666667,2976.0,22.81966666666667,114.035,175.52333333333337,4725.333333333333,-8.233333333333333,17.55333333333333,,,,1845.666666666667,0.9866666666666668,1861.0,10706.666666666666
6,45,CHN,China,576,Guangdong,9824,Zhaoqing,Zh锟給q锟絥g,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,6.746065,1.314538,1723,24.0,112.5,,,,-0.699999988079071,957.0,,438.0,,208.0,224.0,209.0,225.0,0.0,-1.2000000476837158,0.0,0.6698,1231.0,1231.0,0.674,0.6697,-17.579999923706055,5825.72021484375,3063.2900390625,1406.75,3929.0,3929.0,2700.0,2700.0,135.0,,1245.1,,16745.0,465.0,2249.0,2249.0,1469.0,1469.0,1305.0,67.0,198.0,5193.0,5193.0,1.0,1.0,7.889999866485598,-0.4518,14.55,149.0,162.0,1276.0,0.009999999776482582,42.43999633789065,34.550012207031266,49.9000015258789,849.0,100.0,770.0,770.0,981.0,541.0,541.0,66.69999694824219,56.0,8.9,8.9,18.3,18.3,0.019999999552965164,-1.399999976158142,,,105.0,,0.42,0.42,32.649987792968766,8.0,8.0,33.1,30.38,0.4500061035156477,11.850000000000026,20.749993896484398,23.450006103515648,277.20001220703125,31.450006103515648,,20.7,,16.0,16.0,,,,,,,,,-76.7,16.0,16.0,16.0,20.0,34.0,31.17,3.0,3.0,-1.49,-1.87,45.6,46.01,88.85,69.91,47.65,45.81,46.07,4.0399999618530265,4.420000076293945,20.479999542236328,13.130000114440918,7.480000019073486,6.039999961853027,5.289999961853027,1.32,1.32,2944.0,5568.0,6212.0,6212.0,6212.0,6212.0,0.0,0.0,2944.0,24.1481,112.5385,203.77,5568.0,-9.19,17.88,,,,6067.0,0.98,6173.0,5601.0
6,45,CHN,China,576,Guangdong,9824,Zhaoqing,Zh锟給q锟絥g,???,,,D锟絡锟絪h?,Prefecture City,Unknown,Present,,6.746065,1.314538,1790,24.25,112.25,,,,-1.9299999872843423,666.0,,673.6666666666666,,679.3333333333334,707.6666666666665,679.3333333333334,707.6666666666665,0.13666666547457376,-3.6633331775665283,0.13666666547457376,0.6683333333333333,2359.0,2359.0,0.7343333333333334,0.6677,10.903333028157554,5843.179850260418,3089.5,1434.563313802083,5244.666666666667,5244.666666666667,3865.333333333334,3865.333333333334,385.33333333333326,,788.4333333333333,,16914.333333333332,527.0,2164.333333333333,2164.333333333333,1506.333333333333,1506.333333333333,1368.3333333333333,75.0,285.3333333333333,7642.666666666668,7642.666666666668,1.0,1.0,9.670000076293944,-0.4655,15.146666666666668,355.0,355.0,956.0266927083335,0.10333333723247053,42.55332845052086,32.88333536783856,55.5,873.3333333333335,97.0,782.3333333333335,782.3333333333335,957.6666666666665,414.0,414.0,72.90000025431316,71.0,7.966666666666666,7.966666666666666,23.366666666666664,23.366666666666664,0.019999999552965164,-2.309999942779541,,,72.53333282470703,,0.26,0.26,31.353336588541694,1.0,1.0,29.233333333333334,31.106666666666666,-1.2166707356770603,11.953332519531276,20.019993082682323,23.233331298828148,275.8433329264323,29.78999226888023,,21.4,,13.333333333333336,13.333333333333336,18.5,18.5,-29.0,-29.0,-7.0,-7.0,,,-77.36666666666667,16.333333333333332,16.333333333333332,16.333333333333332,25.0,30.1,32.00000000000001,-13.0,-13.0,-0.7366666666666667,-2.043333333333333,25.84333333333333,26.38,84.80666666666666,62.75,38.923333333333346,31.96333333333333,28.183333333333334,2.470000028610229,2.8666666348775234,12.766666412353516,9.859999974568684,5.5733334223429365,4.763333320617676,3.8399999936421714,1.3533333333333335,1.3533333333333335,3328.0,4512.0,6562.666666666668,6562.666666666668,6249.666666666668,6249.666666666668,313.0,313.0,3200.0,24.4565,112.4094,85.17999999999998,4416.0,-1.4233333333333331,20.08333333333333,,,,6159.333333333332,1.0,6159.333333333332,13538.666666666664
